ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
04741,с.,Богомилци,RAZ,RAZ29,RAZ29-02,3,7,5,1901,N,341
04755,с.,Богомолско,TGV,TGV02,TGV02-00,3,8,4,1901,NE,342
04772,с.,Богорово,SLS,SLS31,SLS31-00,3,8,3,1901,N,343
04786,с.,Богорово,JAM,JAM22,JAM22-00,3,8,3,1901,SE,344
66322,с.,Богородица,BLG,BLG33,BLG33-00,3,8,6,1901,SW,345
04796,с.,Богослов,KNL,KNL29,KNL29-04,3,6,7,1901,SW,346
04801,с.,Богутево,SML,SML38,SML38-01,3,7,8,1901,S,347
04813,с.,Богьовци,SFO,SFO26,SFO26-00,3,7,6,1901,SW,348
04827,с.,Боденец,VRC,VRC27,VRC27-01,3,6,4,1901,NW,349
04844,с.,Бодрово,HKV,HKV09,HKV09-01,3,7,3,1901,S,350
04861,с.,Боево,SML,SML27,SML27-00,3,8,7,1901,S,351
04892,с.,Боерица,SFO,SFO20,SFO20-00,3,8,7,1901,SW,352
04902,с.,Божак,KRZ,KRZ16,KRZ16-53,3,8,5,1901,S,353
04916,с.,Божан,DOB,DOB27,DOB27-04,3,7,3,1901,NE,354
04927,с.,Божаново,DOB,DOB29,DOB29-00,3,8,1,1901,NE,355
04933,с.,Бождово,BLG,BLG40,BLG40-00,3,8,7,1901,SW,356
04947,с.,Божевци,SLV,SLV20,SLV20-04,3,7,6,1901,SE,357
04950,с.,Боженица,SFO,SFO07,SFO07-00,3,7,5,1901,SW,358
04964,с.,Боженците,GAB,GAB05,GAB05-00,3,8,6,1901,N,359
04981,с.,Божичен,RSE,RSE13,RSE13-00,3,7,2,1901,N,360
05009,с.,Божурец,DOB,DOB17,DOB17-00,3,7,3,1901,NE,361
05013,с.,Божурица,PVN,PVN10,PVN10-03,3,6,2,1901,NW,362
05027,гр.,Божурище,SFO,SFO06,SFO06-00,1,3,6,1901,SW,363
05030,с.,Божурка,TGV,TGV35,TGV35-05,3,7,6,1901,NE,364
05044,с.,Божурлук,PVN,PVN16,PVN16-00,3,7,2,1901,NW,365
05058,с.,Божурово,RAZ,RAZ16,RAZ16-03,3,6,3,1901,N,366
05061,с.,Божурово,DOB,DOB15,DOB15-07,3,6,4,1901,NE,367
05075,с.,Божурово,SHU,SHU10,SHU10-01,3,7,4,1901,NE,368
05089,с.,Божурци,KRZ,KRZ35,KRZ35-24,3,6,5,1901,S,369
05092,с.,Бозаджии,SLV,SLV20,SLV20-00,3,8,3,1901,SE,370
05102,с.,Бозвелийско,VAR,VAR24,VAR24-02,3,6,1,1901,NE,371
17960,с.,Боздуганово,SZR,SZR27,SZR27-04,3,7,3,1901,SE,372
07853,с.,Бозьова,PAZ,PAZ08,PAZ08-00,3,8,8,1901,S,373
05124,с.,Боил,SLS,SLS10,SLS10-01,3,5,4,1901,N,374
05147,с.,Бойковец,SFO,SFO18,SFO18-00,3,7,7,1901,SW,375
05150,с.,Бойково,PDV,PDV26,PDV26-00,3,8,8,1901,S,376
05164,с.,Бойковци,VTR,VTR13,VTR13-00,3,8,6,1901,N,377
05181,с.,Бойник,KRZ,KRZ15,KRZ15-42,3,8,6,1901,S,378
05195,с.,Бойница,VID,VID03,VID03-00,3,5,4,1901,NW,379
05205,с.,Бойно,KRZ,KRZ16,KRZ16-03,3,6,6,1901,S,380
05219,с.,Бойновци,GAB,GAB05,GAB05-00,3,8,6,1901,N,381
05222,с.,Бойчеви колиби,VTR,VTR04,VTR04-00,3,8,5,1901,N,382
07908,с.,Бойчета,GAB,GAB05,GAB05-00,3,8,5,1901,N,383
05236,гр.,Бойчиновци,MON,MON04,MON04-00,1,5,3,1901,NW,384
05240,с.,Бойчовци,VTR,VTR04,VTR04-09,3,8,5,1901,N,385
05253,с.,Бокиловци,MON,MON02,MON02-00,3,7,5,1901,NW,386
05267,с.,Болтата,GAB,GAB05,GAB05-00,3,8,5,1901,N,387
05270,с.,Болярино,PDV,PDV25,PDV25-07,3,7,3,1901,S,388
05284,гр.,Болярово,JAM,JAM03,JAM03-00,1,4,3,1901,SE,389
05298,с.,Болярски извор,HKV,HKV33,HKV33-02,3,7,3,1901,S,390
05308,с.,Болярско,JAM,JAM25,JAM25-43,3,6,3,1901,SE,391
05311,с.,Болярци,VAR,VAR01,VAR01-03,3,7,3,1901,NE,392
05325,с.,Болярци,KRZ,KRZ16,KRZ16-54,3,7,5,1901,S,393
05339,с.,Болярци,PDV,PDV28,PDV28-03,3,5,3,1901,S,394
05342,с.,Бонево,DOB,DOB27,DOB27-05,3,8,4,1901,NE,395
07870,с.,Бор,PDV,PDV01,PDV01-00,3,8,8,1901,S,396
05356,с.,Борец,PDV,PDV07,PDV07-02,3,6,4,1901,S,397
05365,с.,Борие,SML,SML27,SML27-01,3,7,7,1901,S,398
05387,с.,Борика,SML,SML16,SML16-00,3,8,7,1901,S,399
05390,с.,Борика,SFO,SFO20,SFO20-00,3,8,7,1901,SW,400
05400,с.,Борики,GAB,GAB05,GAB05-00,3,7,6,1901,N,401
05414,с.,Бориково,SML,SML31,SML31-00,3,8,7,1901,S,402
05428,с.,Бориловец,VID,VID03,VID03-05,3,7,4,1901,NW,403
05431,с.,Борилово,SZR,SZR31,SZR31-04,3,7,6,1901,SE,404
05445,с.,Борима,LOV,LOV34,LOV34-05,3,5,5,1901,NW,405
05459,с.,Боримечково,PAZ,PAZ14,PAZ14-01,3,7,6,1901,S,406
05462,с.,Борино,SML,SML05,SML05-00,3,5,8,1901,S,407
05476,с.,Бориново,SML,SML16,SML16-19,3,7,7,1901,S,408
05480,с.,Боринци,SLV,SLV11,SLV11-02,3,7,5,1901,SE,409
05493,с.,Борислав,PVN,PVN27,PVN27-01,3,7,3,1901,NW,410
05503,с.,Бориславци,HKV,HKV18,HKV18-01,3,7,3,1901,S,411
05517,с.,Борисово,RSE,RSE33,RSE33-02,3,6,1,1901,N,412
05520,с.,Борисово,JAM,JAM07,JAM07-00,3,8,4,1901,SE,413
05534,с.,Борнарево,PER,PER36,PER36-00,3,8,6,1901,SW,414
05551,с.,Боров дол,SLV,SLV24,SLV24-02,3,6,5,1901,SE,415
05548,с.,Борован,VRC,VRC05,VRC05-00,3,5,3,1901,NW,416
05565,с.,Боровец,KNL,KNL27,KNL27-00,3,8,5,1901,SW,417
05579,с.,Боровина,SML,SML16,SML16-20,3,6,7,1901,S,418
05582,с.,Боровица,VID,VID01,VID01-01,3,7,5,1901,NW,419
80176,с.,Боровица,KRZ,KRZ02,KRZ02-27,3,7,5,1901,S,420
05596,с.,Боровичене,BLG,BLG33,BLG33-00,3,8,6,1901,SW,421
05606,с.,Борово,BLG,BLG11,BLG11-02,3,5,6,1901,SW,422
05611,гр.,Борово,RSE,RSE03,RSE03-00,1,4,4,1901,N,423
05623,с.,Борово,PDV,PDV15,PDV15-00,3,8,8,1901,S,424
05637,с.,Борово,SZR,SZR31,SZR31-00,3,8,3,1901,SE,425
05640,с.,Боровско,KRZ,KRZ35,KRZ35-15,3,8,5,1901,S,426
05654,с.,Боровци,MON,MON02,MON02-04,3,6,4,1901,NW,427
05668,с.,Борското,GAB,GAB05,GAB05-00,3,8,5,1901,N,428
05671,с.,Борущица,SZR,SZR22,SZR22-00,3,8,7,1901,SE,429
05685,с.,Борци,SHU,SHU07,SHU07-01,3,6,5,1901,NE,430
05699,с.,Боряна,VAR,VAR16,VAR16-03,3,7,2,1901,NE,431
05709,с.,Босевци,VTR,VTR13,VTR13-01,3,8,6,1901,N,432
05712,с.,Босилица,KRZ,KRZ35,KRZ35-15,3,8,6,1901,S,433
05726,с.,Босилково,BGS,BGS23,BGS23-00,3,8,5,1901,SE,434
05737,с.,Босилково,SML,SML02,SML02-00,3,8,8,1901,S,435
05743,с.,Босилковци,RSE,RSE04,RSE04-03,3,7,2,1901,N,436
05757,с.,Босна,SLS,SLS32,SLS32-01,3,6,2,1901,N,437
05760,с.,Боснек,PER,PER32,PER32-00,3,7,7,1901,SW,438
05791,с.,Бостанци,KRZ,KRZ35,KRZ35-25,3,8,5,1901,S,439
05801,с.,Бостина,SML,SML31,SML31-06,3,7,7,1901,S,440
05815,гр.,Ботевград,SFO,SFO07,SFO07-00,1,2,5,1901,SW,441
05829,с.,Ботево,VAR,VAR02,VAR02-01,3,7,4,1901,NE,442
05832,с.,Ботево,VID,VID09,VID09-00,3,8,2,1901,NW,443
05846,с.,Ботево,VRC,VRC35,VRC35-00,3,8,2,1901,NW,444
05852,с.,Ботево,MON,MON11,MON11-00,3,8,2,1901,NW,445
05863,с.,Ботево,JAM,JAM25,JAM25-04,3,6,3,1901,SE,446
05877,с.,Ботров,RSE,RSE04,RSE04-11,3,7,2,1901,N,447
05894,с.,Ботуня,VRC,VRC21,VRC21-02,3,7,4,1901,NW,448
05904,с.,Ботурче,HKV,HKV11,HKV11-04,3,8,5,1901,S,449
05918,с.,Бохова,PER,PER51,PER51-00,3,8,7,1901,SW,450
05921,с.,Бохот,PVN,PVN24,PVN24-02,3,6,5,1901,NW,451
05935,с.,Бочковци,VTR,VTR04,VTR04-00,3,8,6,1901,N,452
05949,с.,Бошуля,PAZ,PAZ29,PAZ29-02,3,6,4,1901,S,453
05952,с.,Бояджик,JAM,JAM25,JAM25-05,3,5,3,1901,SE,454
05966,с.,Боян,SHU,SHU07,SHU07-02,3,6,5,1901,NE,455
05983,с.,Боян Ботево,HKV,HKV19,HKV19-02,3,6,5,1901,S,456
05978,с.,Бояна,VAR,VAR09,VAR09-01,3,7,4,1901,NE,457
05997,с.,Бояново,VID,VID15,VID15-00,3,8,3,1901,NW,458
06001,с.,Бояново,JAM,JAM07,JAM07-02,3,5,3,1901,SE,459
06015,с.,Бояновци,VTR,VTR04,VTR04-00,3,8,5,1901,N,460
06029,с.,Боянци,PDV,PDV01,PDV01-02,3,5,3,1901,S,461
06032,с.,Брадвари,SLS,SLS31,SLS31-04,3,5,3,1901,N,462
06046,с.,Бракница,TGV,TGV24,TGV24-00,3,8,5,1901,NE,463
06050,с.,Бракьовци,SFO,SFO09,SFO09-00,3,8,7,1901,SW,464
06077,с.,Браниполе,PDV,PDV26,PDV26-03,3,5,3,1901,S,465
06080,с.,Браница,HKV,HKV33,HKV33-03,3,7,5,1901,S,466
06094,с.,Браничево,SHU,SHU18,SHU18-01,3,5,4,1901,NE,467
06104,с.,Бранище,DOB,DOB15,DOB15-08,3,6,4,1901,NE,468
06118,с.,Бранковци,VTR,VTR04,VTR04-00,3,8,5,1901,N,469
06121,с.,Бранковци,VID,VID15,VID15-00,3,8,4,1901,NW,470
06135,с.,Братан,SLV,SLV11,SLV11-00,3,8,7,1901,SE,471
06149,с.,Братаница,PAZ,PAZ19,PAZ19-03,3,5,4,1901,S,472
06152,с.,Братово,BGS,BGS04,BGS04-02,3,7,1,1901,SE,473
06166,с.,Братово,TGV,TGV35,TGV35-06,3,7,5,1901,NE,474
06175,с.,Братушково,SFO,SFO45,SFO45-00,3,8,6,1901,SW,475
06183,с.,Братя Даскалови,SZR,SZR04,SZR04-00,3,5,3,1901,SE,476
06197,с.,Братя Кунчеви,SZR,SZR31,SZR31-06,3,6,4,1901,SE,477
06207,гр.,Брацигово,PAZ,PAZ06,PAZ06-00,1,4,5,1901,S,478
06210,с.,Брегаре,PVN,PVN10,PVN10-04,3,7,2,1901,NW,479
06224,гр.,Брегово,VID,VID06,VID06-00,1,4,1,1901,NW,480
07942,с.,Брегово,KRZ,KRZ14,KRZ14-49,3,8,5,1901,S,481
07939,с.,Брежана,KRZ,KRZ08,KRZ08-18,3,8,5,1901,S,482
06238,с.,Брежани,BLG,BLG44,BLG44-01,3,5,6,1901,SW,483
06241,с.,Брежниците,GAB,GAB35,GAB35-04,3,8,6,1901,N,484
06255,с.,Бреза,SML,SML27,SML27-09,3,8,8,1901,S,485
06269,с.,Брезе,SML,SML09,SML09-02,3,6,8,1901,S,486
06272,с.,Брезе,SFO,SFO43,SFO43-03,3,7,7,1901,SW,487
77116,с.,Брезен,KRZ,KRZ02,KRZ02-25,3,7,6,1901,S,488
06286,гр.,Брезник,PER,PER08,PER08-00,1,3,7,1901,SW,489
06306,с.,Брезница,BLG,BLG11,BLG11-03,3,5,7,1901,SW,490
06313,с.,Брезнишки извор,PER,PER08,PER08-00,3,8,7,1901,SW,491
06327,с.,Брезовдол,SFO,SFO43,SFO43-00,3,8,7,1901,SW,492
06344,с.,Брезово,VTR,VTR13,VTR13-00,3,8,5,1901,N,493
06361,гр.,Брезово,PDV,PDV07,PDV07-00,1,4,4,1901,S,494
06375,с.,Бреница,PVN,PVN39,PVN39-01,3,5,3,1901,NW,495
06389,с.,Бреница,SLS,SLS34,SLS34-03,3,7,3,1901,N,496
06392,с.,Брест,KNL,KNL50,KNL50-00,3,8,7,1901,SW,497
06402,с.,Брест,PVN,PVN08,PVN08-01,3,5,1,1901,NW,498
06416,с.,Брестак,VAR,VAR09,VAR09-02,3,5,3,1901,NE,499
06421,с.,Брестака,SFO,SFO56,SFO56-00,3,8,7,1901,SW,500
06433,с.,Бресте,PVN,PVN37,PVN37-01,3,7,4,1901,NW,501
06447,с.,Брестник,PDV,PDV26,PDV26-04,3,5,4,1901,S,502
06450,с.,Брестница,LOV,LOV38,LOV38-02,3,5,5,1901,NW,503
06464,с.,Брестница,DOB,DOB27,DOB27-00,3,8,3,1901,NE,504
06478,с.,Брестова,SZR,SZR37,SZR37-00,3,8,5,1901,SE,505
06481,с.,Брестовене,RAZ,RAZ11,RAZ11-01,3,5,4,1901,N,506
06495,с.,Брестовец,PVN,PVN24,PVN24-03,3,6,4,1901,NW,507
06505,с.,Брестовица,PDV,PDV26,PDV26-05,3,4,4,1901,S,508
06519,с.,Брестовица,RSE,RSE03,RSE03-07,3,7,4,1901,N,509
06522,с.,Брестово,BLG,BLG44,BLG44-00,3,8,7,1901,SW,510
06536,с.,Брестово,LOV,LOV18,LOV18-00,3,8,6,1901,NW,511
06547,с.,Брод,HKV,HKV09,HKV09-02,3,6,2,1901,S,512
06553,с.,Бродилово,BGS,BGS13,BGS13-02,3,7,1,1901,SE,513
06567,с.,Брош,KRZ,KRZ16,KRZ16-55,3,7,5,1901,S,514
06570,гр.,Брусарци,MON,MON07,MON07-00,1,4,2,1901,NW,515
06584,с.,Брусевци,HKV,HKV18,HKV18-00,3,8,5,1901,S,516
06598,с.,Брусен,VRC,VRC27,VRC27-02,3,6,4,1901,NW,517
06608,с.,Брусен,SFO,SFO18,SFO18-02,3,7,5,1901,SW,518
06625,с.,Брусино,HKV,HKV11,HKV11-16,3,8,6,1901,S,519
06639,с.,Брусник,PER,PER08,PER08-00,3,8,7,1901,SW,520
06642,с.,Брънеците,GAB,GAB05,GAB05-00,3,8,5,1901,N,521
06662,с.,Бръчковци,VTR,VTR13,VTR13-00,3,8,5,1901,N,522
06673,с.,Бръшлен,RSE,RSE33,RSE33-03,3,7,1,1901,N,523
06687,с.,Бръшлян,BGS,BGS12,BGS12-00,3,8,4,1901,SE,524
06690,с.,Бръшляница,PVN,PVN24,PVN24-04,3,7,2,1901,NW,525
06700,с.,Бръщен,SML,SML10,SML10-02,3,6,8,1901,S,526
06728,с.,Бряговец,KRZ,KRZ15,KRZ15-68,3,7,3,1901,S,527
06731,с.,Бряговица,VTR,VTR31,VTR31-04,3,6,2,1901,N,528
06745,с.,Брягово,PDV,PDV23,PDV23-01,3,7,1,1901,S,529
06759,с.,Брягово,HKV,HKV34,HKV34-02,3,6,3,1901,S,530
06762,с.,Бряст,HKV,HKV09,HKV09-03,3,7,3,1901,S,531
06776,с.,Брястовец,BGS,BGS04,BGS04-03,3,7,4,1901,SE,532
06788,с.,Брястово,SLV,SLV16,SLV16-30,3,7,4,1901,SE,533
06793,с.,Брястово,DOB,DOB03,DOB03-03,3,8,3,1901,NE,534
06803,с.,Брястово,HKV,HKV19,HKV19-03,3,7,5,1901,S,535
06817,с.,Бубино,HKV,HKV11,HKV11-00,3,8,6,1901,S,536
06848,с.,Бузовград,SZR,SZR12,SZR12-01,3,5,5,1901,SE,538
06851,с.,Бузяковци,SFO,SFO20,SFO20-00,3,8,7,1901,SW,539
06865,с.,Буйновица,SHU,SHU07,SHU07-03,3,7,5,1901,NE,540
06879,с.,Буйново,SML,SML05,SML05-06,3,6,8,1901,S,541
06882,с.,Буйново,TGV,TGV35,TGV35-41,3,6,5,1901,NE,542
06896,с.,Буйновци,VTR,VTR13,VTR13-04,3,8,6,1901,N,543
06906,с.,Бук,KRZ,KRZ15,KRZ15-03,3,7,5,1901,S,544
06919,с.,Букак,TGV,TGV02,TGV02-00,3,8,5,1901,NE,545
06923,с.,Буката,SML,SML31,SML31-00,3,8,8,1901,S,546
02988,с.,Букаците,SML,SML31,SML31-00,3,8,7,1901,S,547
06937,с.,Букова поляна,SML,SML16,SML16-18,3,6,7,1901,S,548
06940,с.,Буковец,VTR,VTR04,VTR04-00,3,8,5,1901,N,549
06954,с.,Буковец,VID,VID09,VID09-05,3,6,2,1901,NW,550
06968,с.,Буковец,VRC,VRC08,VRC08-02,3,7,4,1901,NW,551
06971,с.,Буковец,MON,MON07,MON07-10,3,7,3,1901,NW,552
06985,с.,Буковец,SFO,SFO43,SFO43-00,3,8,7,1901,SW,553
06999,с.,Буковлък,PVN,PVN24,PVN24-05,3,5,2,1901,NW,554
07003,с.,Буково,BLG,BLG11,BLG11-04,3,5,7,1901,SW,555
07017,с.,Буково,SML,SML16,SML16-21,3,7,7,1901,S,556
56335,с.,Буково,PDV,PDV23,PDV23-15,3,7,5,1901,S,557
07020,с.,Букоровци,SFO,SFO09,SFO09-00,3,8,6,1901,SW,558
07034,с.,Булаир,VAR,VAR13,VAR13-01,3,7,5,1901,NE,559
07048,с.,Буново,KNL,KNL29,KNL29-00,3,8,8,1901,SW,560
07051,с.,Буново,SFO,SFO56,SFO56-02,3,7,6,1901,SW,561
07822,с.,Бунцево,BLG,BLG53,BLG53-03,3,6,7,1901,SW,562
07065,с.,Бураново,KNL,KNL27,KNL27-03,3,7,5,1901,SW,563
07079,гр.,Бургас,BGS,BGS04,BGS04-00,1,1,1,1901,SE,564
07911,с.,Бурево,SML,SML18,SML18-01,3,7,6,1901,S,565
07082,с.,Буря,GAB,GAB29,GAB29-33,3,7,6,1901,N,566
07096,с.,Бусинци,PER,PER51,PER51-00,3,8,7,1901,SW,567
07106,с.,Бусманци,SOF,SOF46,SOF46-31,3,5,6,1901,SW,568
07116,с.,Бутан,VRC,VRC20,VRC20-01,3,5,2,1901,NW,569
07123,с.,Бутово,VTR,VTR22,VTR22-02,3,6,2,1901,N,570
07867,с.,Бутрева,PAZ,PAZ08,PAZ08-04,3,7,8,1901,S,571
07137,с.,Бутроинци,PER,PER51,PER51-00,3,8,7,1901,SW,572
07140,гр.,Бухово,SOF,SOF46,SOF46-49,1,4,6,1901,SW,573
07154,с.,Буховци,TGV,TGV35,TGV35-07,3,6,4,1901,NE,574
07171,с.,Бучин проход,SFO,SFO26,SFO26-03,3,7,7,1901,SW,575
07168,с.,Бучино,BLG,BLG03,BLG03-00,3,8,5,1901,SW,576
07185,с.,Бучуковци,GAB,GAB12,GAB12-02,3,8,6,1901,N,577
07199,с.,Бъдеще,SZR,SZR31,SZR31-07,3,7,3,1901,SE,578
07209,с.,Бъзовец,MON,MON11,MON11-00,3,8,3,1901,NW,579
07212,с.,Бъзовец,RSE,RSE08,RSE08-03,3,5,3,1901,N,580
07226,с.,Бъзовица,KNL,KNL50,KNL50-00,3,8,7,1901,SW,581
07231,с.,Бъзън,RSE,RSE27,RSE27-14,3,5,3,1901,N,582
07243,с.,Българаново,TGV,TGV22,TGV22-40,3,7,5,1901,NE,583
07257,с.,Българево,DOB,DOB17,DOB17-04,3,5,2,1901,NE,584
07260,с.,Българене,LOV,LOV18,LOV18-05,3,7,5,1901,NW,585
07274,с.,Българене,PVN,PVN16,PVN16-04,3,6,2,1901,NW,586
07288,с.,Българене,SZR,SZR27,SZR27-00,3,8,3,1901,SE,587
07291,с.,Българи,BGS,BGS13,BGS13-00,3,8,4,1901,SE,588
07315,с.,Българин,HKV,HKV33,HKV33-04,3,6,3,1901,S,589
07329,с.,Българка,SLS,SLS31,SLS31-00,3,7,2,1901,N,590
07332,гр.,Българово,BGS,BGS04,BGS04-04,1,5,2,1901,SE,591
07346,с.,Българска поляна,HKV,HKV32,HKV32-01,3,7,5,1901,S,592
07357,с.,Български извор,LOV,LOV33,LOV33-01,3,5,4,1901,NW,593
07363,с.,Българско Сливово,VTR,VTR28,VTR28-03,3,5,3,1901,N,594
07377,с.,Българчево,BLG,BLG03,BLG03-05,3,7,6,1901,SW,595
07380,с.,Бънзарето,SZR,SZR22,SZR22-00,3,8,7,1901,SE,596
07394,с.,Бърдарево,VAR,VAR13,VAR13-00,3,8,3,1901,NE,597
07404,с.,Бърдарите,GAB,GAB35,GAB35-04,3,8,6,1901,N,598
07418,с.,Бърдарски геран,VRC,VRC08,VRC08-03,3,6,3,1901,NW,599
07421,с.,Бърдени,GAB,GAB35,GAB35-00,3,8,6,1901,N,600
07435,с.,Бърдо,SFO,SFO20,SFO20-00,3,8,8,1901,SW,601
07452,с.,Бърдоква,RAZ,RAZ14,RAZ14-02,3,7,4,1901,N,602
07472,с.,Бърза река,KRZ,KRZ35,KRZ35-26,3,8,5,1901,S,603
07497,с.,Бързина,VRC,VRC35,VRC35-02,3,7,3,1901,NW,604
07507,с.,Бързица,VAR,VAR24,VAR24-03,3,7,2,1901,NE,605
07510,с.,Бързия,MON,MON02,MON02-05,3,5,5,1901,NW,606
07524,с.,Бъркач,PVN,PVN11,PVN11-01,3,6,4,1901,NW,607
07538,с.,Бъркачево,VRC,VRC08,VRC08-04,3,6,3,1901,NW,608
07541,с.,Бърложница,SFO,SFO45,SFO45-00,3,8,6,1901,SW,609
07555,с.,Бърля,SFO,SFO09,SFO09-00,3,8,7,1901,SW,610
07569,с.,Бърчево,SML,SML27,SML27-14,3,7,7,1901,S,611
07572,с.,Бъта,PAZ,PAZ20,PAZ20-02,3,5,5,1901,S,612
07586,с.,Бяга,PAZ,PAZ06,PAZ06-01,3,5,4,1901,S,613
07729,с.,Бял бряг,SHU,SHU25,SHU25-10,3,7,2,1901,NE,614
07747,с.,Бял извор,KRZ,KRZ02,KRZ02-03,3,5,6,1901,S,615
07750,с.,Бял извор,SZR,SZR23,SZR23-02,3,7,3,1901,SE,616
07778,с.,Бял кладенец,SLV,SLV16,SLV16-31,3,7,3,1901,SE,617
07781,с.,Бял кладенец,HKV,HKV30,HKV30-13,3,8,5,1901,S,618
07598,гр.,Бяла,VAR,VAR05,VAR05-00,1,4,2,1901,NE,619
07603,гр.,Бяла,RSE,RSE04,RSE04-00,1,3,2,1901,N,620
07613,с.,Бяла,SLV,SLV20,SLV20-06,3,5,5,1901,SE,621
07627,с.,Бяла вода,BGS,BGS12,BGS12-00,3,8,4,1901,SE,622
07630,с.,Бяла вода,PVN,PVN03,PVN03-01,3,7,2,1901,NW,623
07644,с.,Бяла паланка,SLV,SLV24,SLV24-03,3,5,5,1901,SE,624
07658,с.,Бяла поляна,KRZ,KRZ16,KRZ16-56,3,7,5,1901,S,625
07661,с.,Бяла река,VTR,VTR32,VTR32-01,3,7,3,1901,N,626
07675,с.,Бяла река,PDV,PDV23,PDV23-02,3,6,3,1901,S,627
07689,с.,Бяла река,SML,SML27,SML27-12,3,7,7,1901,S,628
07692,с.,Бяла река,SHU,SHU10,SHU10-02,3,5,4,1901,NE,629
07702,гр.,Бяла Слатина,VRC,VRC08,VRC08-00,1,3,3,1901,NW,630
07716,гр.,Бяла черква,VTR,VTR22,VTR22-03,1,5,2,1901,N,631
07733,с.,Бялградец,HKV,HKV11,HKV11-24,3,8,4,1901,S,632
07764,с.,Бялка,KRZ,KRZ16,KRZ16-57,3,8,5,1901,S,633
07795,с.,Бялково,GAB,GAB05,GAB05-00,3,8,6,1901,N,634
07805,с.,Бялковци,VTR,VTR13,VTR13-01,3,8,5,1901,N,635
07819,с.,Бяло поле,SZR,SZR23,SZR23-03,3,7,3,1901,SE,636
10015,с.,Вазово,RAZ,RAZ14,RAZ14-03,3,5,4,1901,N,637
10029,с.,Вакарел,SFO,SFO20,SFO20-06,3,5,7,1901,SW,638
10032,с.,Ваклино,DOB,DOB29,DOB29-02,3,7,1,1901,NE,639
10046,с.,Ваклиново,BLG,BLG42,BLG42-02,3,6,8,1901,SW,640
10050,с.,Ваксево,KNL,KNL31,KNL31-01,3,6,7,1901,SW,641
13069,с.,Валевци,GAB,GAB29,GAB29-00,3,8,6,1901,N,642
10063,с.,Валето,VTR,VTR13,VTR13-00,3,8,5,1901,N,643
10080,с.,Варана,PVN,PVN16,PVN16-00,3,8,2,1901,NW,644
10094,с.,Варвара,BGS,BGS13,BGS13-04,3,7,2,1901,SE,645
10104,с.,Варвара,PAZ,PAZ29,PAZ29-03,3,5,5,1901,S,646
10118,с.,Вардим,VTR,VTR28,VTR28-04,3,5,2,1901,N,647
10121,с.,Вардун,TGV,TGV35,TGV35-08,3,6,5,1901,NE,648
10135,гр.,Варна,VAR,VAR06,VAR06-00,1,1,1,1901,NE,649
10149,с.,Варненци,SLS,SLS34,SLS34-04,3,7,3,1901,N,650
10152,с.,Варник,HKV,HKV28,HKV28-00,3,8,3,1901,S,651
10166,с.,Варовник,BGS,BGS06,BGS06-00,3,8,5,1901,SE,652
10176,с.,Васил Друмев,SHU,SHU30,SHU30-02,3,7,3,1901,NE,653
10207,с.,Васил Левски,PDV,PDV13,PDV13-04,3,5,5,1901,S,654
10210,с.,Васил Левски,SLS,SLS01,SLS01-00,3,8,3,1901,N,655
10224,с.,Васил Левски,SZR,SZR23,SZR23-04,3,7,3,1901,SE,656
10238,с.,Васил Левски,TGV,TGV35,TGV35-09,3,7,3,1901,NE,657
10183,с.,Василево,DOB,DOB12,DOB12-04,3,7,3,1901,NE,658
10255,с.,Василовци,MON,MON07,MON07-02,3,5,2,1901,NW,659
10269,с.,Василовци,SFO,SFO16,SFO16-00,3,8,7,1901,SW,660
10272,с.,Васильово,LOV,LOV33,LOV33-13,3,7,6,1901,NW,661
10286,с.,Васково,HKV,HKV17,HKV17-00,3,8,4,1901,S,662
10291,с.,Ведраре,PDV,PDV13,PDV13-05,3,5,5,1901,S,663
10307,с.,Ведрина,DOB,DOB15,DOB15-09,3,6,4,1901,NE,664
10313,с.,Ведрово,BGS,BGS23,BGS23-00,3,8,4,1901,SE,665
10327,с.,Везенково,BGS,BGS23,BGS23-04,3,7,5,1901,SE,666
10330,с.,Векилски,SHU,SHU21,SHU21-00,3,8,4,1901,NE,667
10344,с.,Веленци,GAB,GAB35,GAB35-00,3,8,6,1901,N,668
10358,с.,Велешани,KRZ,KRZ16,KRZ16-04,3,7,6,1901,S,669
10361,с.,Велика,BGS,BGS13,BGS13-00,3,8,2,1901,SE,670
10375,с.,Великан,HKV,HKV09,HKV09-00,3,8,3,1901,S,671
10389,с.,Великденче,KRZ,KRZ08,KRZ08-01,3,7,5,1901,S,672
10392,с.,Великденче,TGV,TGV22,TGV22-41,3,7,6,1901,NE,673
58222,гр.,Велики Преслав,SHU,SHU23,SHU23-00,1,3,3,1901,NE,674
10447,гр.,Велико Търново,VTR,VTR04,VTR04-00,1,1,3,1901,N,675
10416,с.,Великово,SZR,SZR07,SZR07-00,3,8,3,1901,SE,676
10422,с.,Великово,DOB,DOB12,DOB12-00,3,8,3,1901,NE,677
10433,с.,Великовци,TGV,TGV02,TGV02-00,3,8,6,1901,NE,678
10450,гр.,Велинград,PAZ,PAZ08,PAZ08-00,1,2,7,1901,S,679
10464,с.,Велино,SHU,SHU30,SHU30-23,3,7,4,1901,NE,680
10478,с.,Велиново,PER,PER51,PER51-00,3,8,7,1901,SW,681
