ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
16256,с.,Горна Кремена,VRC,VRC27,VRC27-05,3,6,5,1901,NW,1117
16267,с.,Горна крепост,KRZ,KRZ16,KRZ16-08,3,7,5,1901,S,1118
16273,с.,Горна Крушица,BLG,BLG49,BLG49-00,3,8,6,1901,SW,1119
16287,с.,Горна кула,KRZ,KRZ15,KRZ15-08,3,7,5,1901,S,1120
16290,с.,Горна Липница,VTR,VTR22,VTR22-06,3,7,3,1901,N,1121
16300,с.,Горна Лука,MON,MON36,MON36-11,3,7,5,1901,NW,1122
16314,с.,Горна Малина,SFO,SFO10,SFO10-00,3,4,6,1901,SW,1123
16328,с.,Горна махала,PDV,PDV12,PDV12-03,3,7,4,1901,S,1124
16331,с.,Горна Мелна,PER,PER51,PER51-00,3,8,8,1901,SW,1125
16345,с.,Горна Митрополия,PVN,PVN10,PVN10-05,3,5,3,1901,NW,1126
16359,гр.,Горна Оряховица,VTR,VTR06,VTR06-00,1,2,3,1901,N,1127
16362,с.,Горна Рибница,BLG,BLG49,BLG49-00,3,8,7,1901,SW,1128
16376,с.,Горна Росица,GAB,GAB29,GAB29-07,3,6,4,1901,N,1129
16382,с.,Горна Секирна,PER,PER08,PER08-00,3,8,7,1901,SW,1130
16393,с.,Горна Студена,VTR,VTR28,VTR28-05,3,6,3,1901,N,1131
16403,с.,Горна Сушица,BLG,BLG40,BLG40-00,3,8,6,1901,SW,1132
16417,с.,Горна Хаджийска,VTR,VTR14,VTR14-00,3,8,5,1901,N,1133
16420,с.,Горна Хубавка,TGV,TGV22,TGV22-10,3,7,5,1901,NE,1134
16448,с.,Горни Богров,SOF,SOF46,SOF46-50,3,6,6,1901,SW,1135
16451,с.,Горни Вадин,VRC,VRC31,VRC31-02,3,7,2,1901,NW,1136
16479,с.,Горни Върпища,GAB,GAB12,GAB12-02,3,8,6,1901,N,1137
16496,с.,Горни Главанак,HKV,HKV18,HKV18-02,3,8,3,1901,S,1138
16506,с.,Горни Дамяновци,GAB,GAB35,GAB35-00,3,8,6,1901,N,1139
16513,с.,Горни Домлян,PDV,PDV13,PDV13-07,3,6,5,1901,S,1140
16523,с.,Горни Драгойча,GAB,GAB12,GAB12-00,3,8,5,1901,N,1141
16537,с.,Горни Дъбник,PVN,PVN11,PVN11-02,3,5,3,1901,NW,1142
16554,с.,Горни Коритен,KNL,KNL50,KNL50-00,3,8,8,1901,SW,1143
16568,с.,Горни край,VTR,VTR13,VTR13-00,3,8,6,1901,N,1144
16571,с.,Горни Лом,VID,VID37,VID37-02,3,6,5,1901,NW,1145
16585,с.,Горни Маренци,GAB,GAB35,GAB35-04,3,8,7,1901,N,1146
16599,с.,Горни Окол,SFO,SFO39,SFO39-05,3,7,8,1901,SW,1147
16609,с.,Горни Радковци,GAB,GAB35,GAB35-04,3,8,7,1901,N,1148
16612,с.,Горни Романци,PER,PER08,PER08-00,3,8,7,1901,SW,1149
16626,с.,Горни Танчевци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1150
16639,с.,Горни Цибър,MON,MON11,MON11-04,3,7,1,1901,NW,1151
16643,с.,Горни Цоневци,GAB,GAB35,GAB35-04,3,8,6,1901,N,1152
16660,с.,Горни Юруци,KRZ,KRZ15,KRZ15-00,3,8,5,1901,S,1153
16540,с.,Горник,PVN,PVN37,PVN37-03,3,5,3,1901,NW,1154
16674,с.,Горно Абланово,RSE,RSE03,RSE03-04,3,6,3,1901,N,1155
16688,с.,Горно Александрово,SLV,SLV20,SLV20-13,3,6,4,1901,SE,1156
16691,с.,Горно Белево,SZR,SZR04,SZR04-03,3,7,3,1901,SE,1157
16701,с.,Горно Ботево,SZR,SZR31,SZR31-09,3,6,3,1901,SE,1158
16729,с.,Горно Войводино,HKV,HKV34,HKV34-07,3,7,5,1901,S,1159
16732,с.,Горно вършило,PAZ,PAZ29,PAZ29-00,3,8,6,1901,S,1160
16754,с.,Горно Драглище,BLG,BLG37,BLG37-04,3,5,7,1901,SW,1161
16763,с.,Горно Дряново,BLG,BLG13,BLG13-02,3,5,7,1901,SW,1162
16780,с.,Горно Изворово,SZR,SZR12,SZR12-03,3,7,6,1901,SE,1163
16794,с.,Горно Камарци,SFO,SFO10,SFO10-05,3,7,7,1901,SW,1164
18558,с.,Горно Кирково,KRZ,KRZ14,KRZ14-07,3,6,5,1901,S,1165
16804,с.,Горно Кобиле,KNL,KNL50,KNL50-00,3,8,7,1901,SW,1166
16818,с.,Горно Козарево,TGV,TGV22,TGV22-44,3,7,6,1901,NE,1167
77596,с.,Горно Краище,BLG,BLG02,BLG02-11,3,5,8,1901,SW,1168
16821,с.,Горно Къпиново,KRZ,KRZ14,KRZ14-04,3,6,6,1901,S,1169
16835,с.,Горно Луково,HKV,HKV11,HKV11-05,3,8,4,1901,S,1170
16849,с.,Горно Новково,TGV,TGV22,TGV22-12,3,7,5,1901,NE,1171
16852,с.,Горно ново село,SZR,SZR04,SZR04-04,3,7,6,1901,SE,1172
16866,с.,Горно Озирово,MON,MON12,MON12-02,3,7,5,1901,NW,1173
16870,с.,Горно Осеново,BLG,BLG44,BLG44-03,3,8,6,1901,SW,1174
16883,с.,Горно Павликене,LOV,LOV18,LOV18-08,3,7,5,1901,NW,1175
16897,с.,Горно Пещене,VRC,VRC10,VRC10-07,3,7,4,1901,NW,1176
16907,с.,Горно поле,HKV,HKV18,HKV18-00,3,8,5,1901,S,1177
16910,с.,Горно Прахово,KRZ,KRZ02,KRZ02-06,3,7,7,1901,S,1178
16924,с.,Горно Сахране,SZR,SZR24,SZR24-05,3,5,5,1901,SE,1179
16938,с.,Горно село,SFO,SFO16,SFO16-00,3,8,7,1901,SW,1180
16969,с.,Горно Спанчево,BLG,BLG40,BLG40-00,3,8,5,1901,SW,1181
16986,с.,Горно трапе,LOV,LOV34,LOV34-08,3,7,6,1901,NW,1182
16995,с.,Горно Уйно,KNL,KNL29,KNL29-00,3,8,7,1901,SW,1183
17004,с.,Горно Хърсово,BLG,BLG03,BLG03-00,3,8,7,1901,SW,1184
17018,с.,Горно Церовене,MON,MON29,MON29-21,3,7,4,1901,NW,1185
49076,с.,Горно Черковище,SZR,SZR12,SZR12-10,3,5,5,1901,SE,1186
17035,с.,Горно Ябълково,BGS,BGS06,BGS06-00,3,8,5,1901,SE,1187
16715,с.,Горнова могила,GAB,GAB05,GAB05-00,3,8,6,1901,N,1188
16941,с.,Горноселци,HKV,HKV11,HKV11-23,3,8,5,1901,S,1189
16955,с.,Горнослав,PDV,PDV01,PDV01-00,3,8,6,1901,S,1190
17049,с.,Горово,BGS,BGS23,BGS23-23,3,8,3,1901,SE,1191
17052,с.,Горово,SML,SML31,SML31-00,3,8,8,1901,S,1192
17066,с.,Гороцвет,RAZ,RAZ17,RAZ17-04,3,7,5,1901,N,1193
17077,с.,Горочевци,PER,PER51,PER51-00,3,8,7,1901,SW,1194
17083,с.,Горска,VTR,VTR13,VTR13-00,3,8,5,1901,N,1195
17097,с.,Горска поляна,JAM,JAM03,JAM03-00,3,8,5,1901,SE,1196
17107,с.,Горски горен Тръмбеш,VTR,VTR06,VTR06-02,3,7,5,1901,N,1197
17124,с.,Горски долен Тръмбеш,VTR,VTR06,VTR06-03,3,7,3,1901,N,1198
17138,с.,Горски извор,KRZ,KRZ14,KRZ14-05,3,7,5,1901,S,1199
17141,с.,Горски извор,HKV,HKV09,HKV09-07,3,5,3,1901,S,1200
17155,с.,Горски Сеновец,VTR,VTR31,VTR31-07,3,7,4,1901,N,1201
17169,с.,Горско,HKV,HKV11,HKV11-07,3,8,5,1901,S,1202
17172,с.,Горско Абланово,TGV,TGV23,TGV23-02,3,7,3,1901,NE,1203
17186,с.,Горско Дюлево,KRZ,KRZ21,KRZ21-05,3,8,6,1901,S,1204
17192,с.,Горско Калугерово,VTR,VTR32,VTR32-00,3,8,4,1901,N,1205
17208,с.,Горско Косово,VTR,VTR32,VTR32-00,3,7,3,1901,N,1206
17213,с.,Горско ново село,VTR,VTR14,VTR14-01,3,7,3,1901,N,1207
17227,с.,Горско Писарево,VTR,VTR14,VTR14-04,3,8,6,1901,N,1208
17230,с.,Горско село,TGV,TGV22,TGV22-45,3,7,6,1901,NE,1209
17244,с.,Горско Сливово,LOV,LOV17,LOV17-01,3,6,5,1901,NW,1210
17258,с.,Горталово,PVN,PVN24,PVN24-07,3,7,4,1901,NW,1211
17275,с.,Горун,DOB,DOB29,DOB29-00,3,8,2,1901,NE,1212
17289,с.,Горунака,SFO,SFO18,SFO18-00,3,8,6,1901,SW,1213
17302,с.,Горчево,BLG,BLG33,BLG33-00,3,8,7,1901,SW,1214
17316,с.,Горяни,GAB,GAB35,GAB35-00,3,8,6,1901,N,1215
17323,с.,Господиново,VAR,VAR05,VAR05-02,3,7,3,1901,NE,1216
17333,с.,Господиново,SLS,SLS15,SLS15-10,3,8,3,1901,N,1217
17347,с.,Господинци,BLG,BLG11,BLG11-05,3,6,6,1901,SW,1218
17350,с.,Гостилица,GAB,GAB12,GAB12-04,3,6,5,1901,N,1219
17364,с.,Гостиля,PVN,PVN10,PVN10-16,3,7,2,1901,NW,1220
17378,с.,Гостиня,LOV,LOV18,LOV18-00,3,7,4,1901,NW,1221
17381,с.,Гостун,BLG,BLG01,BLG01-00,3,8,7,1901,SW,1222
17395,гр.,Гоце Делчев,BLG,BLG11,BLG11-00,1,2,6,1901,SW,1223
17405,с.,Градево,BLG,BLG44,BLG44-02,3,7,5,1901,SW,1224
17419,с.,Градежница,LOV,LOV33,LOV33-08,3,5,5,1901,NW,1225
17422,с.,Градец,VID,VID09,VID09-11,3,5,2,1901,NW,1226
17436,с.,Градец,SLV,SLV11,SLV11-04,3,5,5,1901,SE,1227
17449,с.,Градец,SFO,SFO26,SFO26-05,3,7,7,1901,SW,1228
17453,с.,Градешница,VRC,VRC21,VRC21-06,3,6,3,1901,NW,1229
17470,с.,Градина,PVN,PVN11,PVN11-03,3,6,2,1901,NW,1230
17484,с.,Градина,PDV,PDV23,PDV23-05,3,5,3,1901,S,1231
17498,с.,Градина,RAZ,RAZ17,RAZ17-05,3,7,5,1901,N,1232
17508,с.,Градинарово,VAR,VAR24,VAR24-05,3,6,2,1901,NE,1233
17511,с.,Градини,DOB,DOB12,DOB12-00,3,8,3,1901,NE,1234
17542,с.,Градище,GAB,GAB29,GAB29-08,3,7,5,1901,N,1235
17556,с.,Градище,PVN,PVN16,PVN16-06,3,5,2,1901,NW,1236
17573,с.,Градище,SHU,SHU30,SHU30-05,3,6,4,1901,NE,1237
17587,с.,Градница,GAB,GAB29,GAB29-09,3,5,5,1901,N,1238
17590,с.,Градница,DOB,DOB27,DOB27-08,3,7,4,1901,NE,1239
17600,с.,Градско,SLV,SLV20,SLV20-14,3,6,6,1901,SE,1240
17614,с.,Градсковски колиби,VID,VID03,VID03-00,3,8,5,1901,NW,1241
17631,с.,Градът,SML,SML31,SML31-11,3,7,8,1901,S,1242
17645,гр.,Грамада,VID,VID15,VID15-00,1,5,4,1901,NW,1243
17659,с.,Грамаде,KNL,KNL48,KNL48-00,3,8,6,1901,SW,1244
17676,с.,Грамаде,SML,SML27,SML27-04,3,7,7,1901,S,1245
17680,с.,Грамаждано,KNL,KNL29,KNL29-10,3,7,7,1901,SW,1246
17693,с.,Граматиково,BGS,BGS12,BGS12-05,3,6,3,1901,SE,1247
17703,с.,Граматици,VTR,VTR13,VTR13-00,3,8,5,1901,N,1248
17717,с.,Гранит,SZR,SZR04,SZR04-05,3,7,3,1901,SE,1249
17720,с.,Гранитец,BGS,BGS06,BGS06-00,3,8,3,1901,SE,1250
17734,с.,Гранитово,VID,VID01,VID01-00,3,8,5,1901,NW,1251
17748,с.,Гранитово,JAM,JAM07,JAM07-05,3,6,3,1901,SE,1252
17751,с.,Граница,KNL,KNL29,KNL29-11,3,6,6,1901,SW,1253
17765,с.,Граничак,VID,VID01,VID01-00,3,8,6,1901,NW,1254
17779,с.,Граничар,BGS,BGS06,BGS06-00,3,8,5,1901,SE,1255
17782,с.,Граничар,DOB,DOB29,DOB29-05,3,7,1,1901,NE,1256
17806,с.,Граф Игнатиево,PDV,PDV17,PDV17-04,3,5,3,1901,S,1257
17823,с.,Грашево,PAZ,PAZ08,PAZ08-06,3,5,8,1901,S,1258
17837,с.,Гращица,SML,SML31,SML31-00,3,8,8,1901,S,1259
17840,с.,Греевци,TGV,TGV02,TGV02-00,3,8,5,1901,NE,1260
17854,с.,Гривица,PVN,PVN24,PVN24-08,3,5,4,1901,NW,1261
17868,с.,Гривка,KRZ,KRZ15,KRZ15-10,3,8,5,1901,S,1262
17871,с.,Гривяк,KRZ,KRZ14,KRZ14-06,3,7,6,1901,S,1263
17885,с.,Григорево,SFO,SFO17,SFO17-04,3,6,6,1901,SW,1264
17909,с.,Грозден,BGS,BGS23,BGS23-06,3,7,4,1901,SE,1265
17912,с.,Гроздьово,VAR,VAR13,VAR13-06,3,5,1,1901,NE,1266
17943,с.,Громшин,MON,MON04,MON04-04,3,6,2,1901,NW,1267
17957,с.,Грохотно,SML,SML09,SML09-03,3,6,7,1901,S,1268
17988,с.,Груево,KRZ,KRZ21,KRZ21-06,3,5,5,1901,S,1269
17991,с.,Гръблевци,GAB,GAB05,GAB05-00,3,8,5,1901,N,1270
18006,с.,Грълска падина,SFO,SFO16,SFO16-00,3,8,6,1901,SW,1271
18018,с.,Грънчарово,SLS,SLS10,SLS10-05,3,6,4,1901,N,1272
18037,с.,Губеш,SFO,SFO09,SFO09-00,3,8,8,1901,SW,1273
18040,с.,Губислав,SFO,SFO43,SFO43-00,3,8,8,1901,SW,1274
18054,с.,Гугутка,HKV,HKV11,HKV11-04,3,8,3,1901,S,1275
18068,с.,Гудевица,SML,SML31,SML31-01,3,8,8,1901,S,1276
18071,с.,Гулийка,KRZ,KRZ15,KRZ15-11,3,7,5,1901,S,1277
18085,с.,Гулия,KRZ,KRZ15,KRZ15-58,3,8,5,1901,S,1278
18099,гр.,Гулянци,PVN,PVN08,PVN08-00,1,4,1,1901,NW,1279
18109,с.,Гумощник,LOV,LOV34,LOV34-09,3,7,5,1901,NW,1280
18112,с.,Гурбановци,KNL,KNL29,KNL29-00,3,8,8,1901,SW,1281
18126,с.,Гургулица,KRZ,KRZ21,KRZ21-07,3,8,5,1901,S,1282
18133,с.,Гургулят,SFO,SFO45,SFO45-00,3,8,7,1901,SW,1283
18143,с.,Гурково,SFO,SFO07,SFO07-03,3,7,5,1901,SW,1284
18157,гр.,Гурково,SZR,SZR37,SZR37-00,1,4,5,1901,SE,1285
18160,с.,Гурково,DOB,DOB03,DOB03-03,3,6,3,1901,NE,1286
18174,с.,Гурмазово,SFO,SFO06,SFO06-01,3,6,6,1901,SW,1287
18188,с.,Гусла,SHU,SHU18,SHU18-02,3,6,5,1901,NE,1288
18191,с.,Гуслар,DOB,DOB27,DOB27-09,3,8,3,1901,NE,1289
18201,с.,Гуцал,SFO,SFO39,SFO39-06,3,7,7,1901,SW,1290
18215,с.,Гъбене,GAB,GAB05,GAB05-07,3,6,4,1901,N,1291
18229,с.,Гълъбец,BGS,BGS17,BGS17-06,3,5,2,1901,SE,1292
18232,с.,Гълъбец,HKV,HKV34,HKV34-08,3,6,5,1901,S,1293
18259,с.,Гълъбинци,JAM,JAM25,JAM25-09,3,6,3,1901,SE,1294
18263,с.,Гълъбник,PER,PER36,PER36-26,3,7,6,1901,SW,1295
00850,с.,Гълъбово,SML,SML02,SML02-01,3,6,7,1901,S,1296
15638,с.,Гълъбово,BLG,BLG02,BLG02-00,3,8,8,1901,SW,1297
18277,с.,Гълъбово,PDV,PDV42,PDV42-01,3,7,6,1901,S,1298
18280,гр.,Гълъбово,SZR,SZR07,SZR07-00,1,3,2,1901,SE,1299
18294,с.,Гълъбовци,SFO,SFO45,SFO45-00,3,7,7,1901,SW,1300
18304,с.,Гъмзово,VID,VID06,VID06-03,3,6,3,1901,NW,1301
18318,с.,Гърбино,KNL,KNL29,KNL29-00,3,8,7,1901,SW,1302
18321,с.,Гърбище,KRZ,KRZ02,KRZ02-07,3,7,7,1901,S,1303
18335,с.,Гърдевци,VTR,VTR13,VTR13-00,3,8,5,1901,N,1304
18349,с.,Гърло,PER,PER08,PER08-00,3,8,7,1901,SW,1305
18352,с.,Гърляно,KNL,KNL29,KNL29-12,3,6,7,1901,SW,1306
18366,с.,Гърмен,BLG,BLG13,BLG13-00,3,4,6,1901,SW,1307
18374,с.,Гърнати,SML,SML18,SML18-04,3,7,7,1901,S,1308
18397,с.,Гърня,GAB,GAB12,GAB12-00,3,8,5,1901,N,1309
18407,с.,Гърчиново,TGV,TGV23,TGV23-03,3,6,3,1901,NE,1310
18410,с.,Гъсково,KRZ,KRZ16,KRZ16-60,3,8,4,1901,S,1311
18424,с.,Гьоврен,SML,SML09,SML09-04,3,6,8,1901,S,1312
18455,с.,Гюешево,KNL,KNL29,KNL29-13,3,6,8,1901,SW,1313
18469,с.,Гюльовца,BGS,BGS15,BGS15-03,3,6,1,1901,SE,1314
18486,с.,Гюргич,VID,VID33,VID33-08,3,7,5,1901,NW,1315
20027,с.,Давери,VTR,VTR13,VTR13-00,3,8,5,1901,N,1316
20033,с.,Давидково,SML,SML02,SML02-06,3,5,8,1901,S,1317
20047,с.,Давидово,SLS,SLS15,SLS15-03,3,7,2,1901,N,1318
20050,с.,Давидово,TGV,TGV35,TGV35-12,3,7,3,1901,NE,1319
20064,с.,Дагоново,BLG,BLG02,BLG02-04,3,6,8,1901,SW,1320
20078,с.,Даевци,GAB,GAB35,GAB35-00,3,8,6,1901,N,1321
20081,с.,Дайновци,VTR,VTR13,VTR13-00,3,8,5,1901,N,1322
20105,с.,Дамяница,BLG,BLG40,BLG40-08,3,5,3,1901,SW,1323
20119,с.,Дамяново,GAB,GAB29,GAB29-10,3,6,5,1901,N,1324
20153,с.,Даскал-Атанасово,SZR,SZR27,SZR27-05,3,7,3,1901,SE,1325
20167,с.,Даскалово,KRZ,KRZ35,KRZ35-04,3,6,6,1901,S,1326
20184,гр.,Две могили,RSE,RSE08,RSE08-00,1,4,3,1901,N,1327
20198,с.,Две тополи,SML,SML02,SML02-00,3,8,7,1901,S,1328
20208,с.,Дворище,KNL,KNL29,KNL29-14,3,7,6,1901,SW,1329
20211,с.,Дворище,SZR,SZR37,SZR37-00,3,8,5,1901,SE,1330
20225,с.,Дебел дял,GAB,GAB05,GAB05-00,3,8,5,1901,N,1331
20242,гр.,Дебелец,VTR,VTR04,VTR04-13,1,4,3,1901,N,1332
20599,с.,Дебелец,VAR,VAR16,VAR16-00,3,8,1,1901,NE,1333
20256,с.,Дебели лаг,PER,PER36,PER36-07,3,7,6,1901,SW,1334
20268,с.,Дебели рът,VTR,VTR13,VTR13-00,3,8,6,1901,N,1335
20273,с.,Дебелт,BGS,BGS06,BGS06-05,3,5,1,1901,SE,1336
20287,с.,Дебелцово,GAB,GAB29,GAB29-00,3,8,5,1901,N,1337
20290,с.,Дебеляново,SML,SML02,SML02-00,3,8,7,1901,S,1338
20300,с.,Дебнево,LOV,LOV34,LOV34-10,3,6,4,1901,NW,1339
20314,с.,Дебово,PVN,PVN21,PVN21-04,3,6,2,1901,NW,1340
20328,с.,Дебочица,BLG,BLG03,BLG03-00,3,8,7,1901,SW,1341
20331,с.,Дебрен,BLG,BLG13,BLG13-03,3,5,7,1901,SW,1342
20345,с.,Дебрене,BLG,BLG40,BLG40-00,3,8,5,1901,SW,1343
20359,с.,Дебрене,DOB,DOB15,DOB15-00,3,8,5,1901,NE,1344
20362,с.,Дебръщица,PAZ,PAZ19,PAZ19-08,3,6,4,1901,S,1345
20376,с.,Девене,VRC,VRC10,VRC10-08,3,6,3,1901,NW,1346
20383,с.,Девенци,PVN,PVN37,PVN37-04,3,6,2,1901,NW,1347
20393,с.,Девесилица,KRZ,KRZ15,KRZ15-00,3,8,5,1901,S,1348
20403,с.,Девесилово,KRZ,KRZ15,KRZ15-14,3,7,6,1901,S,1349
20417,с.,Деветак,BGS,BGS09,BGS09-05,3,7,3,1901,SE,1350
20420,с.,Деветаки,LOV,LOV18,LOV18-00,3,7,5,1901,NW,1351
20434,с.,Деветаците,VTR,VTR04,VTR04-00,3,8,5,1901,N,1352
20448,с.,Деветинци,BGS,BGS09,BGS09-00,3,8,3,1901,SE,1353
20465,гр.,Девин,SML,SML09,SML09-00,1,3,7,1901,S,1354
20479,с.,Девино,TGV,TGV02,TGV02-00,3,8,5,1901,NE,1355
24966,с.,Девинци,KRZ,KRZ21,KRZ21-28,3,7,5,1901,S,1356
20482,гр.,Девня,VAR,VAR14,VAR14-00,1,3,1,1901,NE,1357
20496,с.,Дедец,KRZ,KRZ14,KRZ14-55,3,8,5,1901,S,1358
20506,с.,Дедина,VTR,VTR14,VTR14-00,3,8,3,1901,N,1359
24880,с.,Дедино,KRZ,KRZ02,KRZ02-39,3,8,6,1901,S,1360
20514,с.,Дединци,VTR,VTR14,VTR14-00,3,8,4,1901,N,1361
20523,с.,Дедово,PDV,PDV26,PDV26-29,3,8,8,1901,S,1362
20537,с.,Деков,PVN,PVN03,PVN03-02,3,6,2,1901,NW,1363
20540,с.,Делвино,BLG,BLG03,BLG03-00,3,8,6,1901,SW,1364
20554,с.,Делвино,KRZ,KRZ14,KRZ14-08,3,7,5,1901,S,1365
20568,с.,Делейна,VID,VID06,VID06-04,3,7,3,1901,NW,1366
20571,с.,Делова махала,VTR,VTR14,VTR14-06,3,8,6,1901,N,1367
20585,с.,Делчево,BLG,BLG11,BLG11-00,3,8,8,1901,SW,1368
20609,с.,Делчево,RAZ,RAZ14,RAZ14-05,3,6,4,1901,N,1369
20612,с.,Делян,KNL,KNL48,KNL48-00,3,8,6,1901,SW,1370
20626,с.,Делян,SFO,SFO06,SFO06-00,3,8,7,1901,SW,1371
20630,с.,Деляновци,VTR,VTR28,VTR28-00,3,7,2,1901,N,1372
20643,с.,Денница,SHU,SHU07,SHU07-05,3,7,5,1901,NE,1373
20657,с.,Денница,JAM,JAM03,JAM03-00,3,8,4,1901,SE,1374
20660,с.,Денчевци,GAB,GAB12,GAB12-00,3,8,5,1901,N,1375
20674,с.,Дервишка могила,HKV,HKV28,HKV28-13,3,8,6,1901,S,1376
20688,с.,Дерманци,LOV,LOV19,LOV19-03,3,5,3,1901,NW,1377
02765,с.,Детелина,BGS,BGS09,BGS09-02,3,7,3,1901,SE,1378
20701,с.,Детелина,VAR,VAR13,VAR13-07,3,6,2,1901,NE,1379
20715,с.,Дечковци,VTR,VTR04,VTR04-00,3,8,5,1901,N,1380
20729,с.,Джамузовци,SFO,SFO20,SFO20-00,3,8,7,1901,SW,1381
20732,с.,Джанка,KRZ,KRZ15,KRZ15-15,3,7,5,1901,S,1382
20746,гр.,Джебел,KRZ,KRZ08,KRZ08-00,1,4,5,1901,S,1383
20755,с.,Джелепско,KRZ,KRZ21,KRZ21-08,3,7,6,1901,S,1384
20763,с.,Джерман,KNL,KNL48,KNL48-06,3,5,5,1901,SW,1385
20777,с.,Джерово,KRZ,KRZ14,KRZ14-09,3,6,5,1901,S,1386
20780,с.,Джигурово,BLG,BLG40,BLG40-10,3,6,5,1901,SW,1387
20804,с.,Джинот,JAM,JAM22,JAM22-21,3,7,3,1901,SE,1388
20818,с.,Джинчовци,PER,PER51,PER51-00,3,8,7,1901,SW,1389
20835,с.,Джулюница,VTR,VTR20,VTR20-01,3,5,2,1901,N,1390
20849,с.,Джулюница,RSE,RSE37,RSE37-09,3,7,2,1901,N,1391
20852,с.,Джумриите,GAB,GAB05,GAB05-00,3,8,5,1901,N,1392
20883,с.,Джурково,PDV,PDV15,PDV15-00,3,8,8,1901,S,1393
20897,с.,Джурово,SFO,SFO34,SFO34-02,3,5,6,1901,SW,1394
20907,с.,Джуровци,GAB,GAB12,GAB12-02,3,8,6,1901,N,1395
20938,с.,Дибич,SHU,SHU30,SHU30-06,3,5,3,1901,NE,1396
20941,с.,Дива Слатина,MON,MON14,MON14-00,3,7,6,1901,NW,1397
20969,с.,Дивеци,GAB,GAB05,GAB05-23,3,8,5,1901,N,1398
20972,с.,Дивля,PER,PER19,PER19-00,3,7,7,1901,SW,1399
20986,с.,Дивотино,PER,PER32,PER32-06,3,5,7,1901,SW,1400
20996,с.,Дивчовото,LOV,LOV33,LOV33-09,3,7,6,1901,NW,1401
21004,с.,Диманово,SML,SML18,SML18-05,3,7,6,1901,S,1402
21035,с.,Димиевци,GAB,GAB35,GAB35-00,3,8,6,1901,N,1403
21049,с.,Димитриево,SZR,SZR36,SZR36-00,3,7,3,1901,SE,1404
21052,гр.,Димитровград,HKV,HKV09,HKV09-00,1,2,3,1901,S,1405
21066,с.,Димитровци,VTR,VTR04,VTR04-00,3,8,5,1901,N,1406
21078,с.,Димитровче,HKV,HKV28,HKV28-02,3,7,3,1901,S,1407
21097,гр.,Димово,VID,VID16,VID16-00,1,4,2,1901,NW,1408
21107,с.,Димово,SML,SML31,SML31-00,3,8,8,1901,S,1409
21110,с.,Димовци,VTR,VTR04,VTR04-00,3,8,5,1901,N,1410
21124,с.,Димовци,SZR,SZR37,SZR37-00,3,8,6,1901,SE,1411
21138,с.,Димча,VTR,VTR22,VTR22-07,3,7,4,1901,N,1412
21141,с.,Димчево,BGS,BGS04,BGS04-14,3,7,1,1901,SE,1413
21155,с.,Динево,HKV,HKV34,HKV34-09,3,5,3,1901,S,1414
21169,с.,Динк,PDV,PDV17,PDV17-05,3,6,3,1901,S,1415
21172,с.,Динката,PAZ,PAZ14,PAZ14-02,3,5,4,1901,S,1416
21186,с.,Динковица,VID,VID09,VID09-00,3,7,2,1901,NW,1417
21193,с.,Динково,VID,VID33,VID33-02,3,7,2,1901,NW,1418
21209,с.,Диня,SZR,SZR27,SZR27-06,3,7,3,1901,SE,1419
21213,с.,Дирало,SML,SML16,SML16-00,3,8,6,1901,S,1420
24935,с.,Дисевица,PVN,PVN24,PVN24-09,3,6,2,1901,NW,1421
21227,с.,Дисманица,GAB,GAB29,GAB29-00,3,8,5,1901,N,1422
21230,с.,Дичево,SLS,SLS07,SLS07-04,3,6,3,1901,N,1423
21244,с.,Дичин,VTR,VTR04,VTR04-14,3,7,2,1901,N,1424
21258,с.,Длъгнево,HKV,HKV09,HKV09-08,3,7,3,1901,S,1425
21261,с.,Длъгня,GAB,GAB12,GAB12-00,3,8,5,1901,N,1426
21275,с.,Длъжка поляна,TGV,TGV02,TGV02-00,3,8,5,1901,NE,1427
21289,с.,Длъжко,SHU,SHU11,SHU11-06,3,7,5,1901,NE,1428
21292,с.,Длъхчево-Сабляр,KNL,KNL31,KNL31-00,3,8,6,1901,SW,1429
21302,с.,Доборско,KRZ,KRZ15,KRZ15-47,3,8,6,1901,S,1430
21333,с.,Добра поляна,BGS,BGS18,BGS18-05,3,6,5,1901,SE,1431
21316,с.,Добравица,SFO,SFO43,SFO43-00,3,8,7,1901,SW,1432
21324,с.,Добралък,PDV,PDV42,PDV42-00,3,8,7,1901,S,1433
21347,с.,Добрева череша,SML,SML27,SML27-00,3,8,7,1901,S,1434
21350,с.,Добрево,DOB,DOB15,DOB15-00,3,8,3,1901,NE,1435
21364,с.,Добревци,VTR,VTR13,VTR13-00,3,8,6,1901,N,1436
21378,с.,Добревци,GAB,GAB35,GAB35-00,3,8,5,1901,N,1437
21381,с.,Добревци,LOV,LOV38,LOV38-04,3,7,5,1901,NW,1438
21395,с.,Добрените,GAB,GAB12,GAB12-02,3,8,5,1901,N,1439
21405,с.,Добри Войниково,SHU,SHU11,SHU11-07,3,7,5,1901,NE,1440
21419,с.,Добри дол,VAR,VAR01,VAR01-01,3,8,2,1901,NE,1441
21422,с.,Добри дол,KNL,KNL50,KNL50-00,3,8,7,1901,SW,1442
